URL,License,Title,Author(s),PDF
http://arxiv.org/abs/2304.12244v1,creativecommons.org/licenses/by/4.0/,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Can Xu and Qingfeng Sun and Kai Zheng and Xiubo Geng and Pu Zhao and Jiazhan Feng and Chongyang Tao and Daxin Jiang,http://arxiv.org/pdf/2304.12244v1
http://arxiv.org/abs/2211.14402v1,creativecommons.org/licenses/by/4.0/,An Analysis of Social Biases Present in BERT Variants Across Multiple Languages,Aristides Milios and Parishad BehnamGhader,http://arxiv.org/pdf/2211.14402v1
http://arxiv.org/abs/2301.10095v2,creativecommons.org/licenses/by/4.0/,Large Language Models as Fiduciaries: A Case Study Toward Robustly Communicating With Artificial Intelligence Through Legal Standards,John J. Nay,http://arxiv.org/pdf/2301.10095v2
http://arxiv.org/abs/2201.10066v1,creativecommons.org/licenses/by/4.0/,Documenting Geographically and Contextually Diverse Data Sources: The BigScience Catalogue of Language Data and Resources,Angelina McMillan-Major and Zaid Alyafeai and Stella Biderman and Kimbo Chen and Francesco De Toni and Gérard Dupont and Hady Elsahar and Chris Emezue and Alham Fikri Aji and Suzana Ilić and Nurulaqilla Khamis and Colin Leong and Maraim Masoud and Aitor Soroa and Pedro Ortiz Suarez and Zeerak Talat and Daniel van Strien and Yacine Jernite,http://arxiv.org/pdf/2201.10066v1
http://arxiv.org/abs/1909.09543v1,creativecommons.org/licenses/by/4.0/,"Process Query Language: Design, Implementation, and Evaluation",Artem Polyvyanyy and Arthur H. M. ter Hofstede and Marcello La Rosa and Chun Ouyang and Anastasiia Pika,http://arxiv.org/pdf/1909.09543v1
http://arxiv.org/abs/2012.07098v1,creativecommons.org/licenses/by/4.0/,MSVD-Turkish: A Comprehensive Multimodal Dataset for Integrated Vision and Language Research in Turkish,Begum Citamak and Ozan Caglayan and Menekse Kuyu and Erkut Erdem and Aykut Erdem and Pranava Madhyastha and Lucia Specia,http://arxiv.org/pdf/2012.07098v1
http://arxiv.org/abs/2208.11640v3,creativecommons.org/licenses/by/4.0/,Repair Is Nearly Generation: Multilingual Program Repair with LLMs,Harshit Joshi and José Cambronero and Sumit Gulwani and Vu Le and Ivan Radicek and Gust Verbruggen,http://arxiv.org/pdf/2208.11640v3
http://arxiv.org/abs/2210.01343v3,creativecommons.org/licenses/by/4.0/,The Surprising Computational Power of Nondeterministic Stack RNNs,Brian DuSell and David Chiang,http://arxiv.org/pdf/2210.01343v3
http://arxiv.org/abs/2211.10017v1,creativecommons.org/licenses/by/4.0/,Who Says Elephants Can't Run: Bringing Large Scale MoE Models into Cloud Scale Production,Young Jin Kim and Rawn Henry and Raffy Fahim and Hany Hassan Awadalla,http://arxiv.org/pdf/2211.10017v1
http://arxiv.org/abs/2206.08446v1,creativecommons.org/licenses/by/4.0/,Methods for Estimating and Improving Robustness of Language Models,Michal Štefánik,http://arxiv.org/pdf/2206.08446v1
http://arxiv.org/abs/2302.11412v1,creativecommons.org/licenses/by/4.0/,Data Augmentation for Neural NLP,Domagoj Pluščec and Jan Šnajder,http://arxiv.org/pdf/2302.11412v1
http://arxiv.org/abs/2109.04593v1,creativecommons.org/licenses/by/4.0/,A Large-Scale Study of Machine Translation in the Turkic Languages,Jamshidbek Mirzakhalov and Anoop Babu and Duygu Ataman and Sherzod Kariev and Francis Tyers and Otabek Abduraufov and Mammad Hajili and Sardana Ivanova and Abror Khaytbaev and Antonio Laverghetta Jr. and Behzodbek Moydinboyev and Esra Onal and Shaxnoza Pulatova and Ahsan Wahab and Orhan Firat and Sriram Chellappan,http://arxiv.org/pdf/2109.04593v1
http://arxiv.org/abs/2010.06478v1,creativecommons.org/licenses/by/4.0/,XL-WiC: A Multilingual Benchmark for Evaluating Semantic Contextualization,Alessandro Raganato and Tommaso Pasini and Jose Camacho-Collados and Mohammad Taher Pilehvar,http://arxiv.org/pdf/2010.06478v1
http://arxiv.org/abs/2304.10453v1,creativecommons.org/licenses/by/4.0/,Phoenix: Democratizing ChatGPT across Languages,Zhihong Chen and Feng Jiang and Junying Chen and Tiannan Wang and Fei Yu and Guiming Chen and Hongbo Zhang and Juhao Liang and Chen Zhang and Zhiyi Zhang and Jianquan Li and Xiang Wan and Benyou Wang and Haizhou Li,http://arxiv.org/pdf/2304.10453v1
http://arxiv.org/abs/2111.09734v1,creativecommons.org/licenses/by/4.0/,ClipCap: CLIP Prefix for Image Captioning,Ron Mokady and Amir Hertz and Amit H. Bermano,http://arxiv.org/pdf/2111.09734v1
http://arxiv.org/abs/2105.11832v2,creativecommons.org/licenses/by/4.0/,Estimating Redundancy in Clinical Text,Thomas Searle and Zina Ibrahim and James Teo and Richard JB Dobson,http://arxiv.org/pdf/2105.11832v2
http://arxiv.org/abs/2303.03457v1,creativecommons.org/licenses/by/4.0/,Spelling convention sensitivity in neural language models,Elizabeth Nielsen and Christo Kirov and Brian Roark,http://arxiv.org/pdf/2303.03457v1
http://arxiv.org/abs/2304.05406v1,creativecommons.org/licenses/by/4.0/,Galactic ChitChat: Using Large Language Models to Converse with Astronomy Literature,Ioana Ciucă and Yuan-Sen Ting,http://arxiv.org/pdf/2304.05406v1
http://arxiv.org/abs/2209.08141v1,creativecommons.org/licenses/by/4.0/,Psychologically-informed chain-of-thought prompts for metaphor understanding in large language models,Ben Prystawski and Paul Thibodeau and Noah Goodman,http://arxiv.org/pdf/2209.08141v1
http://arxiv.org/abs/2210.03871v1,creativecommons.org/licenses/by/4.0/,Data-Efficiency with a Single GPU: An Exploration of Transfer Methods for Small Language Models,Alon Albalak and Akshat Shrivastava and Chinnadhurai Sankar and Adithya Sagar and Mike Ross,http://arxiv.org/pdf/2210.03871v1
http://arxiv.org/abs/2001.03521v1,creativecommons.org/licenses/by/4.0/,Towards Minimal Supervision BERT-based Grammar Error Correction,Yiyuan Li and Antonios Anastasopoulos and Alan W Black,http://arxiv.org/pdf/2001.03521v1
http://arxiv.org/abs/2109.06605v1,creativecommons.org/licenses/by/4.0/,MDAPT: Multilingual Domain Adaptive Pretraining in a Single Model,Rasmus Kær Jørgensen and Mareike Hartmann and Xiang Dai and Desmond Elliott,http://arxiv.org/pdf/2109.06605v1
http://arxiv.org/abs/2210.03347v1,creativecommons.org/licenses/by/4.0/,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,Kenton Lee and Mandar Joshi and Iulia Turc and Hexiang Hu and Fangyu Liu and Julian Eisenschlos and Urvashi Khandelwal and Peter Shaw and Ming-Wei Chang and Kristina Toutanova,http://arxiv.org/pdf/2210.03347v1
http://arxiv.org/abs/2201.13348v3,creativecommons.org/licenses/by/4.0/,Advantages and Disadvantages of (Dedicated) Model Transformation Languages A Qualitative Interview Study,Stefan Höppner and Yves Haas and Matthias Tichy and Katharina Juhnke,http://arxiv.org/pdf/2201.13348v3
http://arxiv.org/abs/2204.10555v2,creativecommons.org/licenses/by/4.0/,KALA: Knowledge-Augmented Language Model Adaptation,Minki Kang and Jinheon Baek and Sung Ju Hwang,http://arxiv.org/pdf/2204.10555v2
http://arxiv.org/abs/2301.05402v1,creativecommons.org/licenses/by/4.0/,In BLOOM: Creativity and Affinity in Artificial Lyrics and Art,Evan Crothers and Herna Viktor and Nathalie Japkowicz,http://arxiv.org/pdf/2301.05402v1
http://arxiv.org/abs/2303.02927v1,creativecommons.org/licenses/by/4.0/,LIDA: A Tool for Automatic Generation of Grammar-Agnostic Visualizations and Infographics using Large Language Models,Victor Dibia,http://arxiv.org/pdf/2303.02927v1
http://arxiv.org/abs/2303.04496v1,creativecommons.org/licenses/by/4.0/,MenuCraft: Interactive Menu System Design with Large Language Models,Amir Hossein Kargaran and Nafiseh Nikeghbal and Abbas Heydarnoori and Hinrich Schütze,http://arxiv.org/pdf/2303.04496v1
http://arxiv.org/abs/2304.06597v1,creativecommons.org/licenses/by/4.0/,"What It Wants Me To Say"": Bridging the Abstraction Gap Between End-User Programmers and Code-Generating Large Language Models""",Michael Xieyang Liu and Advait Sarkar and Carina Negreanu and Ben Zorn and Jack Williams and Neil Toronto and Andrew D. Gordon,http://arxiv.org/pdf/2304.06597v1
http://arxiv.org/abs/2010.15036v1,creativecommons.org/licenses/by/4.0/,A Comprehensive Survey on Word Representation Models: From Classical to State-Of-The-Art Word Representation Language Models,Usman Naseem and Imran Razzak and Shah Khalid Khan and Mukesh Prasad,http://arxiv.org/pdf/2010.15036v1
http://arxiv.org/abs/2103.13997v1,creativecommons.org/licenses/by/4.0/,Real-time low-resource phoneme recognition on edge devices,Yonatan Alon,http://arxiv.org/pdf/2103.13997v1
http://arxiv.org/abs/2105.13573v1,creativecommons.org/licenses/by/4.0/,Investigating Code-Mixed Modern Standard Arabic-Egyptian to English Machine Translation,El Moatez Billah Nagoudi and AbdelRahim Elmadany and Muhammad Abdul-Mageed,http://arxiv.org/pdf/2105.13573v1
http://arxiv.org/abs/2106.16038v1,creativecommons.org/licenses/by/4.0/,ChineseBERT: Chinese Pretraining Enhanced by Glyph and Pinyin Information,Zijun Sun and Xiaoya Li and Xiaofei Sun and Yuxian Meng and Xiang Ao and Qing He and Fei Wu and Jiwei Li,http://arxiv.org/pdf/2106.16038v1
http://arxiv.org/abs/2109.07046v1,creativecommons.org/licenses/by/4.0/,A Conditional Generative Matching Model for Multi-lingual Reply Suggestion,Budhaditya Deb and Guoqing Zheng and Milad Shokouhi and Ahmed Hassan Awadallah,http://arxiv.org/pdf/2109.07046v1
http://arxiv.org/abs/2205.12630v1,creativecommons.org/licenses/by/4.0/,Multimodal Knowledge Alignment with Reinforcement Learning,Youngjae Yu and Jiwan Chung and Heeseung Yun and Jack Hessel and JaeSung Park and Ximing Lu and Prithviraj Ammanabrolu and Rowan Zellers and Ronan Le Bras and Gunhee Kim and Yejin Choi,http://arxiv.org/pdf/2205.12630v1
http://arxiv.org/abs/2212.01964v1,creativecommons.org/licenses/by/4.0/,Building Metadata Inference Using a Transducer Based Language Model,David Waterworth and Subbu Sethuvenkatraman and Quan Z. Sheng,http://arxiv.org/pdf/2212.01964v1
http://arxiv.org/abs/2212.03278v1,creativecommons.org/licenses/by/4.0/,Counterfactual reasoning: Do language models need world knowledge for causal understanding?,Jiaxuan Li and Lang Yu and Allyson Ettinger,http://arxiv.org/pdf/2212.03278v1
http://arxiv.org/abs/2302.03773v1,creativecommons.org/licenses/by/4.0/,What Matters In The Structured Pruning of Generative Language Models?,Michael Santacroce and Zixin Wen and Yelong Shen and Yuanzhi Li,http://arxiv.org/pdf/2302.03773v1
http://arxiv.org/abs/2110.08413v2,creativecommons.org/licenses/by/4.0/,Invariant Language Modeling,Maxime Peyrard and Sarvjeet Singh Ghotra and Martin Josifoski and Vidhan Agarwal and Barun Patra and Dean Carignan and Emre Kiciman and Robert West,http://arxiv.org/pdf/2110.08413v2
http://arxiv.org/abs/2203.00902v1,creativecommons.org/licenses/by/4.0/,Do Prompts Solve NLP Tasks Using Natural Language?,Sen Yang and Yunchen Zhang and Leyang Cui and Yue Zhang,http://arxiv.org/pdf/2203.00902v1
http://arxiv.org/abs/2201.10716v1,creativecommons.org/licenses/by/4.0/,Neural Grapheme-to-Phoneme Conversion with Pre-trained Grapheme Models,Lu Dong and Zhi-Qiang Guo and Chao-Hong Tan and Ya-Jun Hu and Yuan Jiang and Zhen-Hua Ling,http://arxiv.org/pdf/2201.10716v1
http://arxiv.org/abs/2301.13779v1,creativecommons.org/licenses/by/4.0/,FLAME: A small language model for spreadsheet formulas,Harshit Joshi and Abishai Ebenezer and José Cambronero and Sumit Gulwani and Aditya Kanade and Vu Le and Ivan Radiček and Gust Verbruggen,http://arxiv.org/pdf/2301.13779v1
http://arxiv.org/abs/2104.08786v2,creativecommons.org/licenses/by/4.0/,Fantastically Ordered Prompts and Where to Find Them: Overcoming Few-Shot Prompt Order Sensitivity,Yao Lu and Max Bartolo and Alastair Moore and Sebastian Riedel and Pontus Stenetorp,http://arxiv.org/pdf/2104.08786v2
http://arxiv.org/abs/2210.15458v1,creativecommons.org/licenses/by/4.0/,Arithmetic Sampling: Parallel Diverse Decoding for Large Language Models,Luke Vilnis and Yury Zemlyanskiy and Patrick Murray and Alexandre Passos and Sumit Sanghai,http://arxiv.org/pdf/2210.15458v1
http://arxiv.org/abs/2203.07687v1,creativecommons.org/licenses/by/4.0/,Compressing Sentence Representation for Semantic Retrieval via Homomorphic Projective Distillation,Xuandong Zhao and Zhiguo Yu and Ming Wu and Lei Li,http://arxiv.org/pdf/2203.07687v1
http://arxiv.org/abs/2110.07560v2,creativecommons.org/licenses/by/4.0/,Composable Sparse Fine-Tuning for Cross-Lingual Transfer,Alan Ansell and Edoardo Maria Ponti and Anna Korhonen and Ivan Vulić,http://arxiv.org/pdf/2110.07560v2
http://arxiv.org/abs/2302.13681v2,creativecommons.org/licenses/by/4.0/,The (ab)use of Open Source Code to Train Large Language Models,Ali Al-Kaswan and Maliheh Izadi,http://arxiv.org/pdf/2302.13681v2
http://arxiv.org/abs/2211.06452v1,creativecommons.org/licenses/by/4.0/,Cross-Platform and Cross-Domain Abusive Language Detection with Supervised Contrastive Learning,Md Tawkat Islam Khondaker and Muhammad Abdul-Mageed and Laks V. S. Lakshmanan,http://arxiv.org/pdf/2211.06452v1
http://arxiv.org/abs/2105.08645v4,creativecommons.org/licenses/by/4.0/,CoTexT: Multi-task Learning with Code-Text Transformer,Long Phan and Hieu Tran and Daniel Le and Hieu Nguyen and James Anibal and Alec Peltekian and Yanfang Ye,http://arxiv.org/pdf/2105.08645v4
http://arxiv.org/abs/2110.05679v6,creativecommons.org/licenses/by/4.0/,Large Language Models Can Be Strong Differentially Private Learners,Xuechen Li and Florian Tramèr and Percy Liang and Tatsunori Hashimoto,http://arxiv.org/pdf/2110.05679v6
http://arxiv.org/abs/1907.03187v1,creativecommons.org/licenses/by/4.0/,Applying a Pre-trained Language Model to Spanish Twitter Humor Prediction,Bobak Farzin and Piotr Czapla and Jeremy Howard,http://arxiv.org/pdf/1907.03187v1
http://arxiv.org/abs/2104.05277v1,creativecommons.org/licenses/by/4.0/,Building a Swedish Open-Domain Conversational Language Model,Tobias Norlund and Agnes Stenbom,http://arxiv.org/pdf/2104.05277v1
http://arxiv.org/abs/2104.09933v1,creativecommons.org/licenses/by/4.0/,Grammatical Error Generation Based on Translated Fragments,Eetu Sjöblom and Mathias Creutz and Teemu Vahtola,http://arxiv.org/pdf/2104.09933v1
http://arxiv.org/abs/2106.04653v1,creativecommons.org/licenses/by/4.0/,Comprehension Based Question Answering using Bloom's Taxonomy,Pritish Sahu and Michael Cogswell and Sara Rutherford-Quach and Ajay Divakaran,http://arxiv.org/pdf/2106.04653v1
http://arxiv.org/abs/2204.00498v1,creativecommons.org/licenses/by/4.0/,Evaluating the Text-to-SQL Capabilities of Large Language Models,Nitarshan Rajkumar and Raymond Li and Dzmitry Bahdanau,http://arxiv.org/pdf/2204.00498v1
http://arxiv.org/abs/2303.08014v1,creativecommons.org/licenses/by/4.0/,Does ChatGPT resemble humans in language use?,Zhenguang G. Cai and David A. Haslett and Xufeng Duan and Shuqi Wang and Martin J. Pickering,http://arxiv.org/pdf/2303.08014v1
http://arxiv.org/abs/2304.12191v1,creativecommons.org/licenses/by/4.0/,"Genlangs"" and Zipf's Law: Do languages generated by ChatGPT statistically look human?""",Justin Diamond,http://arxiv.org/pdf/2304.12191v1
http://arxiv.org/abs/2203.16601v3,creativecommons.org/licenses/by/4.0/,Is Word Error Rate a good evaluation metric for Speech Recognition in Indic Languages?,Priyanshi Shah and Harveen Singh Chadha and Anirudh Gupta and Ankur Dhuriya and Neeraj Chhimwal and Rishabh Gaur and Vivek Raghavan,http://arxiv.org/pdf/2203.16601v3
http://arxiv.org/abs/2303.13592v2,creativecommons.org/licenses/by/4.0/,Prompting Multilingual Large Language Models to Generate Code-Mixed Texts: The Case of South East Asian Languages,Zheng-Xin Yong and Ruochen Zhang and Jessica Zosa Forde and Skyler Wang and Samuel Cahyawijaya and Holy Lovenia and Genta Indra Winata and Lintang Sutawika and Jan Christian Blaise Cruz and Long Phan and Yin Lin Tan and Alham Fikri Aji,http://arxiv.org/pdf/2303.13592v2
http://arxiv.org/abs/1911.12579v3,creativecommons.org/licenses/by/4.0/,Word Embedding based New Corpus for Low-resourced Language: Sindhi,Wazir Ali and Jay Kumar and Junyu Lu and Zenglin Xu,http://arxiv.org/pdf/1911.12579v3
http://arxiv.org/abs/2101.04758v4,creativecommons.org/licenses/by/4.0/,Self-Training Pre-Trained Language Models for Zero- and Few-Shot Multi-Dialectal Arabic Sequence Labeling,Muhammad Khalifa and Muhammad Abdul-Mageed and Khaled Shaalan,http://arxiv.org/pdf/2101.04758v4
http://arxiv.org/abs/2110.06078v1,creativecommons.org/licenses/by/4.0/,Model-based analysis of brain activity reveals the hierarchy of language in 305 subjects,Charlotte Caucheteux and Alexandre Gramfort and Jean-Rémi King,http://arxiv.org/pdf/2110.06078v1
http://arxiv.org/abs/2205.10828v3,creativecommons.org/licenses/by/4.0/,What Do Compressed Multilingual Machine Translation Models Forget?,Alireza Mohammadshahi and Vassilina Nikoulina and Alexandre Berard and Caroline Brun and James Henderson and Laurent Besacier,http://arxiv.org/pdf/2205.10828v3
http://arxiv.org/abs/2003.12111v1,creativecommons.org/licenses/by/4.0/,FFR V1.0: Fon-French Neural Machine Translation,Bonaventure F. P. Dossou and Chris C. Emezue,http://arxiv.org/pdf/2003.12111v1
http://arxiv.org/abs/2012.05628v3,creativecommons.org/licenses/by/4.0/,As Good as New. How to Successfully Recycle English GPT-2 to Make Models for Other Languages,Wietse de Vries and Malvina Nissim,http://arxiv.org/pdf/2012.05628v3
http://arxiv.org/abs/2104.09585v1,creativecommons.org/licenses/by/4.0/,ELECTRAMed: a new pre-trained language representation model for biomedical NLP,Giacomo Miolo and Giulio Mantoan and Carlotta Orsenigo,http://arxiv.org/pdf/2104.09585v1
http://arxiv.org/abs/2105.04633v1,creativecommons.org/licenses/by/4.0/,"Language Acquisition is Embodied, Interactive, Emotive: a Research Proposal",Casey Kennington,http://arxiv.org/pdf/2105.04633v1
http://arxiv.org/abs/2106.04563v2,creativecommons.org/licenses/by/4.0/,XtremeDistilTransformers: Task Transfer for Task-agnostic Distillation,Subhabrata Mukherjee and Ahmed Hassan Awadallah and Jianfeng Gao,http://arxiv.org/pdf/2106.04563v2
http://arxiv.org/abs/2110.08527v3,creativecommons.org/licenses/by/4.0/,An Empirical Survey of the Effectiveness of Debiasing Techniques for Pre-trained Language Models,Nicholas Meade and Elinor Poole-Dayan and Siva Reddy,http://arxiv.org/pdf/2110.08527v3
http://arxiv.org/abs/2111.14031v1,creativecommons.org/licenses/by/4.0/,FastTrees: Parallel Latent Tree-Induction for Faster Sequence Encoding,Bill Tuck Weng Pung and Alvin Chan,http://arxiv.org/pdf/2111.14031v1
http://arxiv.org/abs/2205.12558v2,creativecommons.org/licenses/by/4.0/,Gradient-Based Constrained Sampling from Language Models,Sachin Kumar and Biswajit Paria and Yulia Tsvetkov,http://arxiv.org/pdf/2205.12558v2
http://arxiv.org/abs/2208.10264v4,creativecommons.org/licenses/by/4.0/,Using Large Language Models to Simulate Multiple Humans and Replicate Human Subject Studies,Gati Aher and Rosa I. Arriaga and Adam Tauman Kalai,http://arxiv.org/pdf/2208.10264v4
http://arxiv.org/abs/2301.00068v1,creativecommons.org/licenses/by/4.0/,On the Inconsistencies of Conditionals Learned by Masked Language Models,Tom Young and Yang You,http://arxiv.org/pdf/2301.00068v1
http://arxiv.org/abs/2301.12810v1,creativecommons.org/licenses/by/4.0/,Crawling the Internal Knowledge-Base of Language Models,Roi Cohen and Mor Geva and Jonathan Berant and Amir Globerson,http://arxiv.org/pdf/2301.12810v1
http://arxiv.org/abs/2304.08442v1,creativecommons.org/licenses/by/4.0/,The MiniPile Challenge for Data-Efficient Language Models,Jean Kaddour,http://arxiv.org/pdf/2304.08442v1
http://arxiv.org/abs/2112.10668v3,creativecommons.org/licenses/by/4.0/,Few-shot Learning with Multilingual Language Models,Xi Victoria Lin and Todor Mihaylov and Mikel Artetxe and Tianlu Wang and Shuohui Chen and Daniel Simig and Myle Ott and Naman Goyal and Shruti Bhosale and Jingfei Du and Ramakanth Pasunuru and Sam Shleifer and Punit Singh Koura and Vishrav Chaudhary and Brian O'Horo and Jeff Wang and Luke Zettlemoyer and Zornitsa Kozareva and Mona Diab and Veselin Stoyanov and Xian Li,http://arxiv.org/pdf/2112.10668v3
http://arxiv.org/abs/2111.13999v1,creativecommons.org/licenses/by/4.0/,Exploring Low-Cost Transformer Model Compression for Large-Scale Commercial Reply Suggestions,Vaishnavi Shrivastava and Radhika Gaonkar and Shashank Gupta and Abhishek Jha,http://arxiv.org/pdf/2111.13999v1
http://arxiv.org/abs/1904.07334v1,creativecommons.org/licenses/by/4.0/,Multi-Head Multi-Layer Attention to Deep Language Representations for Grammatical Error Detection,Masahiro Kaneko and Mamoru Komachi,http://arxiv.org/pdf/1904.07334v1
http://arxiv.org/abs/2111.05671v1,creativecommons.org/licenses/by/4.0/,Pre-trained Transformer-Based Approach for Arabic Question Answering : A Comparative Study,Kholoud Alsubhi and Amani Jamal and Areej Alhothali,http://arxiv.org/pdf/2111.05671v1
http://arxiv.org/abs/2206.01843v2,creativecommons.org/licenses/by/4.0/,Visual Clues: Bridging Vision and Language Foundations for Image Paragraph Captioning,Yujia Xie and Luowei Zhou and Xiyang Dai and Lu Yuan and Nguyen Bach and Ce Liu and Michael Zeng,http://arxiv.org/pdf/2206.01843v2
http://arxiv.org/abs/2301.09790v2,creativecommons.org/licenses/by/4.0/,Can Very Large Pretrained Language Models Learn Storytelling With A Few Examples?,Zhuohan Xie and Trevor Cohn and Jey Han Lau,http://arxiv.org/pdf/2301.09790v2
http://arxiv.org/abs/2208.05446v2,creativecommons.org/licenses/by/4.0/,CoditT5: Pretraining for Source Code and Natural Language Editing,Jiyang Zhang and Sheena Panthaplackel and Pengyu Nie and Junyi Jessy Li and Milos Gligoric,http://arxiv.org/pdf/2208.05446v2
http://arxiv.org/abs/2212.09682v1,creativecommons.org/licenses/by/4.0/,Multilingual Sequence-to-Sequence Models for Hebrew NLP,Matan Eyal and Hila Noga and Roee Aharoni and Idan Szpektor and Reut Tsarfaty,http://arxiv.org/pdf/2212.09682v1
http://arxiv.org/abs/2103.05327v2,creativecommons.org/licenses/by/4.0/,BERTese: Learning to Speak to BERT,Adi Haviv and Jonathan Berant and Amir Globerson,http://arxiv.org/pdf/2103.05327v2
http://arxiv.org/abs/2207.03546v1,creativecommons.org/licenses/by/4.0/,"BibleTTS: a large, high-fidelity, multilingual, and uniquely African speech corpus",Josh Meyer and David Ifeoluwa Adelani and Edresson Casanova and Alp Öktem and Daniel Whitenack Julian Weber and Salomon Kabongo and Elizabeth Salesky and Iroro Orife and Colin Leong and Perez Ogayo and Chris Emezue and Jonathan Mukiibi and Salomey Osei and Apelete Agbolo and Victor Akinode and Bernard Opoku and Samuel Olanrewaju and Jesujoba Alabi and Shamsuddeen Muhammad,http://arxiv.org/pdf/2207.03546v1
http://arxiv.org/abs/2208.11857v1,creativecommons.org/licenses/by/4.0/,Shortcut Learning of Large Language Models in Natural Language Understanding: A Survey,Mengnan Du and Fengxiang He and Na Zou and Dacheng Tao and Xia Hu,http://arxiv.org/pdf/2208.11857v1
http://arxiv.org/abs/2209.05629v1,creativecommons.org/licenses/by/4.0/,Leveraging Large Language Models for Robot 3D Scene Understanding,William Chen and Siyi Hu and Rajat Talak and Luca Carlone,http://arxiv.org/pdf/2209.05629v1
http://arxiv.org/abs/2212.09736v1,creativecommons.org/licenses/by/4.0/,"Don't Generate, Discriminate: A Proposal for Grounding Language Models to Real-World Environments",Yu Gu and Xiang Deng and Yu Su,http://arxiv.org/pdf/2212.09736v1
http://arxiv.org/abs/2201.06796v2,creativecommons.org/licenses/by/4.0/,CoAuthor: Designing a Human-AI Collaborative Writing Dataset for Exploring Language Model Capabilities,Mina Lee and Percy Liang and Qian Yang,http://arxiv.org/pdf/2201.06796v2
http://arxiv.org/abs/2303.03004v2,creativecommons.org/licenses/by/4.0/,"xCodeEval: A Large Scale Multilingual Multitask Benchmark for Code Understanding, Generation, Translation and Retrieval",Mohammad Abdullah Matin Khan and M Saiful Bari and Xuan Long Do and Weishi Wang and Md Rizwan Parvez and Shafiq Joty,http://arxiv.org/pdf/2303.03004v2
http://arxiv.org/abs/2304.00116v1,creativecommons.org/licenses/by/4.0/,Enhancing Large Language Models with Climate Resources,Mathias Kraus and Julia Anna Bingler and Markus Leippold and Tobias Schimanski and Chiara Colesanti Senni and Dominik Stammbach and Saeid Ashraf Vaghefi and Nicolas Webersinke,http://arxiv.org/pdf/2304.00116v1
http://arxiv.org/abs/2302.04089v1,creativecommons.org/licenses/by/4.0/,ZipLM: Hardware-Aware Structured Pruning of Language Models,Eldar Kurtic and Elias Frantar and Dan Alistarh,http://arxiv.org/pdf/2302.04089v1
http://arxiv.org/abs/2211.07705v1,creativecommons.org/licenses/by/4.0/,A Machine Learning Approach to Classifying Construction Cost Documents into the International Construction Measurement Standard,J. Ignacio Deza and Hisham Ihshaish and Lamine Mahdjoubi,http://arxiv.org/pdf/2211.07705v1
http://arxiv.org/abs/2303.05546v1,creativecommons.org/licenses/by/4.0/,Weakly-Supervised HOI Detection from Interaction Labels Only and Language/Vision-Language Priors,Mesut Erhan Unal and Adriana Kovashka,http://arxiv.org/pdf/2303.05546v1
http://arxiv.org/abs/2212.01907v1,creativecommons.org/licenses/by/4.0/,Understanding How Model Size Affects Few-shot Instruction Prompting,Ayrton San Joaquin and Ardy Haroen,http://arxiv.org/pdf/2212.01907v1
http://arxiv.org/abs/2304.09871v1,creativecommons.org/licenses/by/4.0/,A Theory on Adam Instability in Large-Scale Machine Learning,Igor Molybog and Peter Albert and Moya Chen and Zachary DeVito and David Esiobu and Naman Goyal and Punit Singh Koura and Sharan Narang and Andrew Poulton and Ruan Silva and Binh Tang and Puxin Xu and Yuchen Zhang and Melanie Kambadur and Stephen Roller and Susan Zhang,http://arxiv.org/pdf/2304.09871v1
http://arxiv.org/abs/2209.01975v1,creativecommons.org/licenses/by/4.0/,Selective Annotation Makes Language Models Better Few-Shot Learners,Hongjin Su and Jungo Kasai and Chen Henry Wu and Weijia Shi and Tianlu Wang and Jiayi Xin and Rui Zhang and Mari Ostendorf and Luke Zettlemoyer and Noah A. Smith and Tao Yu,http://arxiv.org/pdf/2209.01975v1
http://arxiv.org/abs/2304.09181v1,creativecommons.org/licenses/by/4.0/,Large Language Models Based Automatic Synthesis of Software Specifications,Shantanu Mandal and Adhrik Chethan and Vahid Janfaza and S M Farabi Mahmud and Todd A Anderson and Javier Turek and Jesmin Jahan Tithi and Abdullah Muzahid,http://arxiv.org/pdf/2304.09181v1
http://arxiv.org/abs/2104.06678v1,creativecommons.org/licenses/by/4.0/,Large-Scale Self- and Semi-Supervised Learning for Speech Translation,Changhan Wang and Anne Wu and Juan Pino and Alexei Baevski and Michael Auli and Alexis Conneau,http://arxiv.org/pdf/2104.06678v1
http://arxiv.org/abs/2105.03791v2,creativecommons.org/licenses/by/4.0/,Enhancing Transformers with Gradient Boosted Decision Trees for NLI Fine-Tuning,Benjamin Minixhofer and Milan Gritta and Ignacio Iacobacci,http://arxiv.org/pdf/2105.03791v2
http://arxiv.org/abs/1912.05372v4,creativecommons.org/licenses/by/4.0/,FlauBERT: Unsupervised Language Model Pre-training for French,Hang Le and Loïc Vial and Jibril Frej and Vincent Segonne and Maximin Coavoux and Benjamin Lecouteux and Alexandre Allauzen and Benoît Crabbé and Laurent Besacier and Didier Schwab,http://arxiv.org/pdf/1912.05372v4
